site_name,site_number,sampling_date,transect_number,distance_from_upper_transect,number_of_individuals_in_sample,species_ID,species,length,mass,notes
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.54,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.32,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.68,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.86,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.2,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.11,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.48,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.95,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.19,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.36,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.9,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.39,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.49,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,2.85,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.28,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.77,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.33,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.58,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.73,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.64,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.15,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.53,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.8,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.08,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.55,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.15,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.98,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,2.17,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,4.86,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.58,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,3.08,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,2.12,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,ISOPOD,NA,NA,NA,
Mosquito,13,1-Sep-22,1,1,107,OTHER,NA,NA,0.0087,Larva
Mosquito,13,1-Sep-22,1,1,107,OTHER,NA,NA,NA,Fly
Mosquito,13,1-Sep-22,1,1,107,OTHER,NA,NA,NA,Fly
Mosquito,13,1-Sep-22,1,1,107,OTHER,NA,NA,NA,Fly
Mosquito,13,1-Sep-22,1,1,107,OTHER,NA,NA,NA,Fly
Mosquito,13,1-Sep-22,1,1,107,OTHER,NA,NA,NA,Fly
Shotgun,11,29-Aug-22,2,1,2,TRTR,Traskorchestia traskiana,5.56,NA,
Shotgun,11,29-Aug-22,2,1,2,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,2,16,TRTR,Traskorchestia traskiana,15.21,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,3.82,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,3.72,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,4.53,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,3.22,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,4.62,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,4.65,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,4.5,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,2.82,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,2.59,NA,
Totem,14,9-Sep-22,2,2,16,ISOPOD,NA,3.85,NA,
Totem,14,9-Sep-22,2,2,16,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,2,16,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,2,16,OTHER,NA,NA,0.0001,Fly
Totem,14,9-Sep-22,2,2,16,OTHER,NA,NA,0.0004,Fly
Totem,14,9-Sep-22,2,2,16,OTHER,NA,NA,0.0005,Fly
Shotgun,11,29-Aug-22,2,3,1,TRTR,Traskorchestia traskiana,3.32,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,6.18,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,7.15,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,6.04,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,6.55,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,7.44,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,7.31,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,14.24,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,4.81,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,6.61,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,6.82,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,4.86,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,5.89,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,4.13,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,5,21,TRTR,Traskorchestia traskiana,5.19,NA,
Totem,14,9-Sep-22,2,5,21,OTHER,NA,8.25,0.0001,Worm
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.5,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.25,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.77,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.73,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.59,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.43,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.3,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.64,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.4,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.12,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.96,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.06,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,7,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.28,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,7.22,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.49,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.21,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.45,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.31,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.05,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.36,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.37,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.56,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.25,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.06,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.09,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.77,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.07,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.07,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.94,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.12,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.94,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.78,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,7.09,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.95,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,10.03,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,3.86,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.02,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.34,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.72,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.47,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.64,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,7.03,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.44,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,9.66,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.88,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.98,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.84,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,8.49,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.4,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.21,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.38,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.67,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.73,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.89,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.35,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.68,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,7.39,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.23,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.92,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.45,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.55,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,7.98,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.21,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,2.23,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,3.39,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.96,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,6.38,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.44,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.34,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.36,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.94,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.19,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,5.06,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,3.16,NA,
Indian,15,10-Sep-22,1,5,84,TRTR,Traskorchestia traskiana,4.11,NA,
Indian,15,10-Sep-22,1,5,84,OTHER,NA,NA,0.0006,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,8.46,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.4,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.06,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,8.02,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.56,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,5.74,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.54,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.15,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,4.63,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,4.22,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,5.5,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.54,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.3,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.94,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,8.44,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,10,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,10.1,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,5.91,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.58,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.93,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.1,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,5.95,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,13.35,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.95,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.16,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,13.42,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.03,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.05,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,5.9,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,9.84,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.39,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,3.18,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.08,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.12,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.71,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,12.4,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,8.58,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.3,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,4.87,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.4,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.68,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,2.65,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.22,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,4.84,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,8.43,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.06,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,8.44,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,NA,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,6.18,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,5.03,NA,
Indian,15,10-Sep-22,1,3,64,TRTR,Traskorchestia traskiana,7.08,NA,
Indian,15,10-Sep-22,1,3,64,ISOPOD,NA,3.02,NA,
Indian,15,10-Sep-22,1,3,64,ISOPOD,NA,4.39,NA,
Indian,15,10-Sep-22,1,3,64,ISOPOD,NA,4.95,NA,
Indian,15,10-Sep-22,1,3,64,ISOPOD,NA,3.94,NA,
Indian,15,10-Sep-22,1,3,64,OTHER,NA,5.02,0.0009,
Indian,15,10-Sep-22,1,3,64,OTHER,NA,NA,0.0002,Fly
Indian,15,10-Sep-22,1,4,10,TRTR,Traskorchestia traskiana,6.45,NA,
Indian,15,10-Sep-22,1,4,10,TRTR,Traskorchestia traskiana,5.93,NA,
Indian,15,10-Sep-22,1,4,10,TRTR,Traskorchestia traskiana,5.67,NA,
Indian,15,10-Sep-22,1,4,10,TRTR,Traskorchestia traskiana,12.9,NA,
Indian,15,10-Sep-22,1,4,10,ISOPOD,NA,NA,NA,
Indian,15,10-Sep-22,1,4,10,ISOPOD,NA,NA,NA,
Indian,15,10-Sep-22,1,4,10,ISOPOD,NA,NA,NA,
Indian,15,10-Sep-22,1,4,10,ISOPOD,NA,4.04,NA,
Indian,15,10-Sep-22,1,4,10,ISOPOD,NA,2.8,NA,
Indian,15,10-Sep-22,1,4,10,ISOPOD,NA,3.28,NA,
Shotgun,11,29-Aug-22,2,2,1,OTHER,NA,NA,0.0003,
Shotgun,11,29-Aug-22,2,5,1,OTHER,NA,12.83,0.0008,
Shotgun,11,29-Aug-22,3,5,3,OTHER,NA,NA,0.0005,
Shotgun,11,29-Aug-22,3,5,3,OTHER,NA,NA,0.0001,
Shotgun,11,29-Aug-22,3,5,3,OTHER,NA,NA,0.0001,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,14.7,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,13.81,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,5.54,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.17,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,10.66,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,10.99,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.83,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.78,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.91,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.31,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,5.51,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.21,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.29,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.73,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.81,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.01,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.73,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.85,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.04,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,5.71,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,14.84,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.44,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.81,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,5.63,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.9,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.45,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.3,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,9.6,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.9,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.02,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,9.33,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,9.65,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,15.04,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.81,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.71,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.36,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,15.24,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,4.83,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,14.85,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.04,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,16.45,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.84,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.15,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.38,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,5.65,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,14.37,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.71,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.62,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,13.38,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.52,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.48,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,15.09,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.12,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.96,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.64,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.04,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.14,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.48,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.55,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.06,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.51,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,7.17,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.83,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.13,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,6.2,NA,
Indian,15,10-Sep-22,3,2,482,TRTR,Traskorchestia traskiana,8.76,NA,
