site,site_number,sampling_date,sampling_method,swath_width,transect_number,zone_start,zone_end,species_ID,species,moisture,bag_mass,total_mass,wrack_mass_measured,wrack_mass_per_transect
Private,7,17-Aug-22,1m Swath Transect,1,2,0,5,CHEX,Chondracanthus exasperatus,Wet,0,4.335,4.335,4.335
Private,7,17-Aug-22,1m Swath Transect,1,2,0,5,PYLI,Pylaiella littoralis,Wet,0,14.798,14.798,14.798
Private,7,17-Aug-22,1m Swath Transect,1,2,0,5,NEOX,Neorhodomela spp.,Wet,0,2.851,2.851,2.851
Private,7,17-Aug-22,1m Swath Transect,1,2,0,5,GRCA,Grateloupia californica,Dry,0,0.096,0.096,0.096
Private,7,17-Aug-22,1m Swath Transect,1,3,15,20,ZOMA,Zostera marina,Wet,41.5,42.75,1.25,1.25
Private,7,17-Aug-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,40,57,17,17
Private,7,17-Aug-22,1m Swath Transect,1,3,5,10,ZOMA,Zostera marina,Wet,42,46,4,4
Private,7,17-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,40,290,250,250
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,50,110,60,60
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,PYLI,Pylaiella littoralis,Wet,50,85,35,35
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,325,4750,4425,4425
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,NELA,Neorhodomela larix,Wet,0,9.636,9.636,9.636
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,CHEX,Chondracanthus exasperatus,Wet,0,3.422,3.422,3.422
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,PTSE,Ptilota serrata,Wet,0,1.33,1.33,1.33
Private,7,17-Aug-22,1m Swath Transect,1,3,0,5,GRCA,Grateloupia californica,Dry,0,1.081,1.081,1.081
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,19,74,55,55
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,10,15,ZOMA,Zostera marina,Wet,21,21.5,0.5,0.5
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,20,450,430,430
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,20,240,220,220
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,19.5,20,0.5,0.5
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,5,10,AHFA,Ahnfeltia fastigata,Wet,0,1.507,1.507,1.507
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,20,42.5,22.5,22.5
Jamestown,8,24-Aug-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,60,2510,2450,2450
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,15,20,ZOMA,Zostera marina,Wet,20.5,21,0.5,0.5
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,19.5,23.4,3.9,3.9
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,20,42,22,22
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,20,530,510,510
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,20,20.25,0.25,0.25
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,20.5,21.75,1.25,1.25
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,20,380,360,360
Jamestown,8,24-Aug-22,1m Swath Transect,1,2,0,5,PYLI,Pylaiella littoralis,Dry,0,0.035,0.035,0.035
Jamestown,8,24-Aug-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,20,100,80,80
Jamestown,8,24-Aug-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,20,320,300,300
Jamestown,8,24-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,20,750,730,730
Jamestown,8,24-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Dry,20.5,31.25,10.75,10.75
Jamestown,8,24-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,40,1400,1360,1360
Jamestown,8,24-Aug-22,1m Swath Transect,1,3,0,5,AHFA,Ahnfeltia fastigata,Dry,0,2.765,2.765,2.765
Halibut,9,25-Aug-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,20,75,55,55
Halibut,9,25-Aug-22,1m Swath Transect,1,1,15,20,ZOMA,Zostera marina,Wet,30,30.5,0.5,0.5
Halibut,9,25-Aug-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,30,83,53,53
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,MAPY,Macrocystis pyrifera,Wet,0,4.185,4.185,4.185
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,9.361,9.361,9.361
Halibut,9,25-Aug-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,40,90,50,50
Halibut,9,25-Aug-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,40,105,65,65
Halibut,9,25-Aug-22,1m Swath Transect,1,1,5,10,MAST,Mastocarpus spp.,Wet,0,1.027,1.027,1.027
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,45,95,50,50
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,45,90,45,45
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,280,4770,4490,4490
Halibut,9,25-Aug-22,1m Swath Transect,1,1,10,15,ZOMA,Zostera marina,Wet,0,2.136,2.136,2.136
Halibut,9,25-Aug-22,1m Swath Transect,1,1,10,15,CHAE,Chaetomorpha sp.,Wet,0,2.24,2.24,2.24
Halibut,9,25-Aug-22,1m Swath Transect,1,1,15,20,CHAE,Chaetomorpha sp.,Wet,0,3.292,3.292,3.292
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,CHEX,Chondracanthus exasperatus,Wet,0,2.071,2.071,2.071
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,ULIN,Ulva intestinalis,Wet,0,6.888,6.888,6.888
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,GRCA,Grateloupia californica,Wet,0,9.485,9.485,9.485
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,CHFL,Chordaria flagelliformis,Wet,0,0.754,0.754,0.754
Halibut,9,25-Aug-22,1m Swath Transect,1,1,0,5,MAPH,Mazzaella phyllocarpa,Wet,0,0.595,0.595,0.595
Halibut,9,25-Aug-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,35,155,120,120
Halibut,9,25-Aug-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,40,380,340,340
Halibut,9,25-Aug-22,1m Swath Transect,1,2,15,20,ULIN,Ulva intestinalis,Wet,0,1.673,1.673,1.673
Halibut,9,25-Aug-22,1m Swath Transect,1,2,15,20,ZOMA,Zostera marina,Wet,0,1.577,1.577,1.577
Halibut,9,25-Aug-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,35,145,110,110
Halibut,9,25-Aug-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,40,260,220,220
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,40,210,170,170
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,DEAC,Desmarestia aculeata,Wet,35,100,65,65
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,495,9705,9210,9210
Halibut,9,25-Aug-22,1m Swath Transect,1,2,5,10,NELA,Neorhodomela larix,Wet,0,8.733,8.733,8.733
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,CHEX,Chondracanthus exasperatus,Wet,0,5.583,5.583,5.583
Halibut,9,25-Aug-22,1m Swath Transect,1,2,10,15,ZOMA,Zostera marina,Wet,0,6.812,6.812,6.812
Halibut,9,25-Aug-22,1m Swath Transect,1,2,10,15,ULIN,Ulva intestinalis,Wet,0,1.282,1.282,1.282
Halibut,9,25-Aug-22,1m Swath Transect,1,2,15,20,HAGL,Halosacccion glandiforme,Wet,0,0.759,0.759,0.759
Halibut,9,25-Aug-22,1m Swath Transect,1,2,5,10,HAGL,Halosacccion glandiforme,Wet,0,0.222,0.222,0.222
Halibut,9,25-Aug-22,1m Swath Transect,1,2,5,10,ULIN,Ulva intestinalis,Wet,0,10.324,10.324,10.324
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,NELA,Neorhodomela larix,Wet,0,10.045,10.045,10.045
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,GRCA,Grateloupia californica,Wet,0,9.63,9.63,9.63
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,ULIN,Ulva intestinalis,Wet,0,10.531,10.531,10.531
Halibut,9,25-Aug-22,1m Swath Transect,1,2,0,5,PAPA,Palmaria palmata,Wet,0,0.318,0.318,0.318
Halibut,9,25-Aug-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,40,130,90,90
Halibut,9,25-Aug-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.615,0.615,0.615
Halibut,9,25-Aug-22,1m Swath Transect,1,3,15,20,ZOMA,Zostera marina,Wet,0,0.318,0.318,0.318
Halibut,9,25-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,50,90,40,40
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,MAPY,Macrocystis pyrifera,Wet,50,330,280,280
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,DEAC,Desmarestia aculeata,Wet,40,360,320,320
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,40,200,160,160
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,320,7670,7350,7350
Halibut,9,25-Aug-22,1m Swath Transect,1,3,15,20,ULIN,Ulva intestinalis,Wet,0,1.403,1.403,1.403
Halibut,9,25-Aug-22,1m Swath Transect,1,3,10,15,ULIN,Ulva intestinalis,Wet,0,0.301,0.301,0.301
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,NELA,Neorhodomela larix,Wet,0,4.516,4.516,4.516
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,CHEX,Chondracanthus exasperatus,Wet,0,1.928,1.928,1.928
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,GRCA,Grateloupia californica,Wet,0,0.916,0.916,0.916
Halibut,9,25-Aug-22,1m Swath Transect,1,3,0,5,CYTR,Cymathaere triplicata,Wet,0,0.847,0.847,0.847
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,5,10,MAPY,Macrocystis pyrifera,Wet,215,4990,4775,4775
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,28,56,28,28
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,25,55,30,30
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,40,75,35,35
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,80,1070,990,990
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,0,5.637,5.637,5.637
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,3.721,3.721,3.721
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,0,0.718,0.718,0.718
NetIsland,10,26-Aug-22,1m Swath Transect,1,1,15,20,ZOMA,Zostera marina,Wet,0,0.769,0.769,0.769
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,30,70,40,40
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,30,55,25,25
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,15,20,ZOMA,Zostera marina,Wet,28.75,29,0.25,0.25
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,38,112,74,74
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,0,5,MAPY,Macrocystis pyrifera,Wet,40,53,13,13
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,80,1165,1085,1085
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,0,3.009,3.009,3.009
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,5,10,MAPY,Macrocystis pyrifera,Wet,0,1.627,1.627,1.627
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,0,5,DEAC,Desmarestia aculeata,Wet,0,7.107,7.107,7.107
NetIsland,10,26-Aug-22,1m Swath Transect,1,2,0,5,NELA,Neorhodomela larix,Wet,0,0.23,0.23,0.23
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,30,110,80,80
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,15,20,ZOMA,Zostera marina,Wet,28.5,31.5,3,3
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,30,70,40,40
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,28.75,30,1.25,1.25
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,40,70,30,30
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,5,10,ZOMA,Zostera marina,Wet,44,47.5,3.5,3.5
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,0,5,MAPY,Macrocystis pyrifera,Wet,35,72,37,37
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,35,155,120,120
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,0,5,DEAC,Desmarestia aculeata,Wet,35,100,65,65
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,0,5,NELA,Neorhodomela larix,Wet,34,49,15,15
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,240,6690,6450,6450
NetIsland,10,26-Aug-22,1m Swath Transect,1,3,0,5,GRCA,Grateloupia californica,Wet,0,0.258,0.258,0.258
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,27,110,83,83
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,25,55,30,30
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,25,78,53,53
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,50,320,270,270
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,50,90,40,40
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,MAPY,Macrocystis pyrifera,Wet,0,1.976,1.976,1.976
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,HAGL,Halosacccion glandiforme,Wet,0,0.579,0.579,0.579
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,0.528,0.528,0.528
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,MAST,Mastocarpus spp.,Wet,0,0.234,0.234,0.234
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,LEMA,Leathesia marina,Wet,0,6.75,6.75,6.75
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,ULLA,Ulva latuca,Wet,0,4.556,4.556,4.556
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,PYRO,Pyropia spp.,Wet,0,0.683,0.683,0.683
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,0,5,POPA,Polysiphonia pacifica,Wet,0,0.805,0.805,0.805
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,0,1.175,1.175,1.175
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,5,10,NELA,Neorhodomela larix,Wet,0,1.235,1.235,1.235
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,5,10,POPA,Polysiphonia pacifica,Wet,0,0.353,0.353,0.353
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,5,10,MAST,Mastocarpus spp.,Wet,0,1.326,1.326,1.326
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,15,20,ZOMA,Zostera marina,Wet,0,0.233,0.233,0.233
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,15,20,SALA,Saccharina latissima,Wet,0,0.866,0.866,0.866
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,15,20,POPA,Polysiphonia pacifica,Wet,0,0.117,0.117,0.117
Shotgun,11,29-Aug-22,1m Swath Transect,1,1,10,15,SALA,Saccharina latissima,Wet,0,1.267,1.267,1.267
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,25,150,125,125
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,30,75,45,45
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,35,73,38,38
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,50,240,190,190
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,50,60,10,10
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,LEMA,Leathesia marina,Wet,0,2.11,2.11,2.11
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,NELA,Neorhodomela larix,Wet,0,0.328,0.328,0.328
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,ULPR,Ulva prolifera,Wet,0,2.46,2.46,2.46
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,ULLA,Ulva latuca,Wet,0,12.687,12.687,12.687
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,MAST,Mastocarpus spp.,Wet,0,0.047,0.047,0.047
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,POPA,Polysiphonia pacifica,Wet,0,0.569,0.569,0.569
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,0,2.883,2.883,2.883
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,SALA,Saccharina latissima,Wet,0,0.23,0.23,0.23
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,DEAC,Desmarestia aculeata,Wet,0,0.381,0.381,0.381
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,PTSE,Ptilota serrata,Wet,0,0.052,0.052,0.052
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,15,20,ZOMA,Zostera marina,Wet,0,0.242,0.242,0.242
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,10,15,ODFL,Odonthalia floccosa,Wet,0,0.835,0.835,0.835
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,40,55,15,15
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,40,95,55,55
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,55,68,13,13
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,52,410,358,358
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,50,125,75,75
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,MAPY,Macrocystis pyrifera,Wet,70,175,105,105
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,LEMA,Leathesia marina,Wet,0,5.18,5.18,5.18
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,ULLA,Ulva latuca,Wet,0,6.451,6.451,6.451
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,5,10,ZOMA,Zostera marina,Wet,0,1.472,1.472,1.472
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.716,0.716,0.716
Cruise,12,30-Aug-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,20,85,65,65
Cruise,12,30-Aug-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,23,42,19,19
Cruise,12,30-Aug-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,21,32.5,11.5,11.5
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,40,98,58,58
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,MAPY,Macrocystis pyrifera,Wet,45,480,435,435
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,530,7945,7415,7415
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,0,2.043,2.043,2.043
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,2.585,2.585,2.585
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,GRCA,Grateloupia californica,Wet,0,10.034,10.034,10.034
Cruise,12,30-Aug-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,20,78,58,58
Cruise,12,30-Aug-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,22,35.5,13.5,13.5
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,45,120,75,75
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,MAPY,Macrocystis pyrifera,Wet,178,2885,2707,2707
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,537,7025,6488,6488
Cruise,12,30-Aug-22,1m Swath Transect,1,2,15,20,MAST,Mastocarpus spp.,Wet,0,0.248,0.248,0.248
Cruise,12,30-Aug-22,1m Swath Transect,1,2,5,10,GRCA,Grateloupia californica,Wet,0,1.134,1.134,1.134
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,AHFA,Ahnfeltia fastigata,Wet,0,2.575,2.575,2.575
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,GRCA,Grateloupia californica,Wet,0,5.899,5.899,5.899
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,NEOX,Neorhodomela spp.,Wet,0,5.218,5.218,5.218
Cruise,12,30-Aug-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,20,155,135,135
Cruise,12,30-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,23,27.5,4.5,4.5
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,48,140,92,92
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,MAPY,Macrocystis pyrifera,Wet,48,170,122,122
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,450,7015,6565,6565
Cruise,12,30-Aug-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.139,0.139,0.139
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,ULLA,Ulva latuca,Wet,0,2.063,2.063,2.063
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,MAST,Mastocarpus spp.,Wet,0,2.044,2.044,2.044
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,NEOX,Neorhodomela spp.,Wet,0,17.27,17.27,17.27
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,OSSP,Osmundea spectabilis,Wet,0,0.341,0.341,0.341
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,GRCA,Grateloupia californica,Wet,0,20.972,20.972,20.972
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,MAPH,Mazzaella phyllocarpa,Wet,0,0.979,0.979,0.979
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,25,155,130,130
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,22,65,43,43
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,22,55,33,33
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,220,6325,6105,6105
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,15,20,ZOMA,Zostera marina,Wet,0,0.685,0.685,0.685
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,10,15,ZOMA,Zostera marina,Wet,0,0.061,0.061,0.061
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,10,15,ULIN,Ulva intestinalis,Wet,0,0.075,0.075,0.075
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,0,0.511,0.511,0.511
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,5,10,GRCA,Grateloupia californica,Wet,0,0.851,0.851,0.851
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,0,49.701,49.701,49.701
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,ULIN,Ulva intestinalis,Wet,0,0.719,0.719,0.719
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,6.831,6.831,6.831
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,0,0.588,0.588,0.588
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,GRCA,Grateloupia californica,Wet,0,8.081,8.081,8.081
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,ULLA,Ulva latuca,Wet,0,2.434,2.434,2.434
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,MAST,Mastocarpus spp.,Wet,0,0.963,0.963,0.963
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,POPA,Polysiphonia pacifica,Wet,0,4.92,4.92,4.92
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,22,210,188,188
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,25,100,75,75
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,26,38.5,12.5,12.5
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,MAPY,Macrocystis pyrifera,Wet,30,150,120,120
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,235,5985,5750,5750
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,0,1.58,1.58,1.58
