site_name,site_number,sampling_date,transect_number,distance_from_upper_transect,number_of_individuals_in_sample,species_id,species,length,mass,notes
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,5.61,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,8.04,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,6.06,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,4.15,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,3.9,NA,NA
Totem,14,9-Sep-22,2,4,71,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,2,4,71,OTHER,NA,NA,0.003,Fly
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,7.5,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.68,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,7.18,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.41,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,9.34,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,6.12,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,6.29,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,7.59,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.59,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.26,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,6.58,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,4.93,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.15,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.07,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,4.59,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,6.02,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,4.5,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.82,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,3.32,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,3.12,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,3.11,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.28,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,4.35,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.27,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,4.04,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,3.04,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,2.49,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,3.76,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,5.21,NA,NA
Mosquito,13,1-Sep-22,3,2,48,TRTR,Traskorchestia traskiana,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,ISOPOD,NA,NA,NA,NA
Mosquito,13,1-Sep-22,3,2,48,ISOPOD,NA,3.84,NA,NA
Mosquito,13,1-Sep-22,3,2,48,OTHER,NA,NA,0.0161,Beetle
Mosquito,13,1-Sep-22,3,2,48,OTHER,NA,NA,0.001,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,4.33,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,6.26,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,7.03,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,NA,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,5.68,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,4.4,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,6.68,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,5.6,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,6.24,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,3.76,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,4.22,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,4.16,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,NA,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,10.01,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,8.46,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,8.26,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,11.47,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,7.95,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,5.5,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,5.32,NA,NA
Cruise,12,30-Aug-22,1,2,26,TRTR,Traskorchestia traskiana,4.64,NA,NA
Cruise,12,30-Aug-22,1,2,26,ISOPOD,NA,2.76,NA,NA
Cruise,12,30-Aug-22,1,2,26,ISOPOD,NA,2.66,NA,NA
Cruise,12,30-Aug-22,1,2,26,ISOPOD,NA,3.06,NA,NA
Cruise,12,30-Aug-22,1,2,26,ISOPOD,NA,1.83,NA,NA
Cruise,12,30-Aug-22,1,2,26,OTHER,NA,NA,0.0015,Beetle
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.66,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.87,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.1,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,9.56,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,9.39,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.01,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,14.67,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.81,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.62,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,8.29,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,8.39,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,10.24,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,15.66,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.48,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,13.19,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,11.93,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.67,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,11.15,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.96,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,14.51,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,9.87,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,9.52,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,11.98,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,10,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.06,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.13,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.74,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.61,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,3.6,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.12,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.06,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,3.81,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.38,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.53,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.03,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.01,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.24,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,9.52,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.38,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,9.23,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,8.92,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,8.99,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.83,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.86,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.05,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.43,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.68,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.86,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.22,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.35,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.36,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.39,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.15,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.05,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.26,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.11,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.11,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.9,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.43,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.81,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.2,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.74,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,6.2,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,5.35,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,3.74,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.41,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,4.4,NA,NA
Totem,14,9-Sep-22,1,4,82,TRTR,Traskorchestia traskiana,7.59,NA,NA
Mosquito,13,1-Sep-22,3,1,2,TRTR,Traskorchestia traskiana,7.13,NA,NA
Mosquito,13,1-Sep-22,3,1,2,OTHER,NA,NA,0.0065,Larva
Mosquito,13,1-Sep-22,2,2,5,TRTR,Traskorchestia traskiana,7.5,NA,Bag number is ?
Mosquito,13,1-Sep-22,2,2,5,OTHER,NA,12.22,NA,NA
Mosquito,13,1-Sep-22,2,2,5,OTHER,NA,8.77,NA,NA
Mosquito,13,1-Sep-22,2,2,5,OTHER,NA,11.07,NA,NA
Mosquito,13,1-Sep-22,2,2,5,ISOPOD,NA,4.74,NA,NA
Cruise,12,30-Aug-22,1,3,3,OTHER,NA,NA,0.1373,Crab
Cruise,12,30-Aug-22,1,3,3,OTHER,NA,NA,0.328,Crab
Cruise,12,30-Aug-22,1,3,3,TRTR,Traskorchestia traskiana,NA,NA,NA
Shotgun,11,29-Aug-22,3,1,1,ISOPOD,NA,4.78,NA,NA
Shotgun,11,29-Aug-22,3,3,1,OTHER,NA,NA,0.0039,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,15.04,0.0775,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,15.12,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,10.86,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,6.88,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,8.71,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,13.18,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,9.37,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,9.59,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,4.98,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,6.11,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,5.51,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,5.98,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,NA,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,NA,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,NA,NA,NA
Halibut,9,25-Aug-22,2,2,21,TRTR,Traskorchestia traskiana,NA,NA,NA
Halibut,9,25-Aug-22,2,2,21,ISOPOD,NA,NA,NA,NA
Halibut,9,25-Aug-22,2,2,21,OTHER,NA,NA,1e-4,Spider. Less than 0.0001 g
Halibut,9,25-Aug-22,2,2,21,OTHER,NA,NA,1e-4,Spider. Less than 0.0001 g
Halibut,9,25-Aug-22,2,2,21,OTHER,NA,NA,1e-4,Spider. Less than 0.0001 g
Halibut,9,25-Aug-22,2,2,21,OTHER,NA,NA,1e-4,Spider. Less than 0.0001 g
Jamestown,8,24-Aug-22,2,2,4,TRTR,Traskorchestia traskiana,6.61,NA,NA
Jamestown,8,24-Aug-22,2,2,4,TRTR,Traskorchestia traskiana,3.88,NA,NA
Jamestown,8,24-Aug-22,2,2,4,ISOPOD,NA,2.19,1e-4,NA
Jamestown,8,24-Aug-22,2,2,4,OTHER,NA,NA,4e-4,Pseudoscorpion
Shotgun,11,29-Aug-22,1,1,45,TRTR,Traskorchestia traskiana,5.6,NA,NA
Shotgun,11,29-Aug-22,1,1,45,TRTR,Traskorchestia traskiana,4.88,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.89,0.0026,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.83,0.0016,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.63,0.0015,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.9,0.0015,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.2,0.0017,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.73,0.0028,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.71,0.0016,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.3,0.0023,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,NA,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.08,0.0014,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.7,0.0023,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.26,9e-4,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.61,0.0014,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.16,0.0017,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.86,0.0016,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.91,0.0018,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.97,0.0016,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.21,9e-4,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.25,0.0015,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.37,0.0015,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.97,0.0013,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.17,0.0011,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.42,0.0023,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.53,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.57,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.77,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.94,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.61,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.74,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.17,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.24,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.63,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,4.08,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.63,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.84,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,NA,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,NA,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.26,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.92,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,2.09,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.82,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.2,NA,NA
Shotgun,11,29-Aug-22,1,1,45,ISOPOD,NA,3.63,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,8.92,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,14.36,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,8.74,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,10.26,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,11.55,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,9.25,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,8.23,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,5.76,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,9.5,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,NA,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,3.12,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,2.78,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,3.83,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,2.63,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,4.4,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,3.01,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,3.53,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,3.7,NA,NA
Cruise,12,30-Aug-22,2,1,21,TRTR,Traskorchestia traskiana,2.64,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,NA,NA,NA
Cruise,12,30-Aug-22,2,1,21,ISOPOD,NA,NA,NA,NA
Mosquito,13,1-Sep-22,3,3,1,OTHER,NA,NA,0.001,Fly
Mosquito,13,1-Sep-22,2,1,11,TRTR,Traskorchestia traskiana,10.53,NA,NA
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,4.25,NA,NA
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,3.43,NA,NA
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,3.35,NA,NA
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,1.64,NA,NA
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,3.53,NA,NA
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,4.5,NA,NA
Mosquito,13,1-Sep-22,2,1,11,OTHER,NA,NA,9e-4,Beetle
Mosquito,13,1-Sep-22,2,1,11,OTHER,NA,NA,2e-4,Beetle
Mosquito,13,1-Sep-22,2,1,11,ISOPOD,NA,2.24,NA,NA
Mosquito,13,1-Sep-22,2,1,11,OTHER,NA,NA,2e-4,NA
Mosquito,13,1-Sep-22,3,3,1,ISOPOD,NA,1.42,NA,NA
Mosquito,13,1-Sep-22,1,3,7,TRTR,Traskorchestia traskiana,8.74,NA,NA
Mosquito,13,1-Sep-22,1,3,7,TRTR,Traskorchestia traskiana,6.33,NA,NA
Mosquito,13,1-Sep-22,1,3,7,TRTR,Traskorchestia traskiana,9.55,NA,NA
Mosquito,13,1-Sep-22,1,3,7,TRTR,Traskorchestia traskiana,7.38,NA,NA
Mosquito,13,1-Sep-22,1,3,7,TRTR,Traskorchestia traskiana,5.26,NA,NA
Mosquito,13,1-Sep-22,1,3,7,OTHER,NA,NA,2e-4,NA
Mosquito,13,1-Sep-22,1,3,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,0.0015,Fly
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,2,4,7,OTHER,NA,NA,1e-4,NA
Mosquito,13,1-Sep-22,1,2,1,OTHER,NA,NA,0.0027,Centipede: Geophilus
Mosquito,13,1-Sep-22,1,1,107,TRTR,Traskorchestia traskiana,10.89,NA,NA
Mosquito,13,1-Sep-22,1,1,107,TRTR,Traskorchestia traskiana,11.27,NA,NA
Mosquito,13,1-Sep-22,1,1,107,TRTR,Traskorchestia traskiana,9.01,NA,NA
Mosquito,13,1-Sep-22,1,1,107,TRTR,Traskorchestia traskiana,10.9,NA,NA
Mosquito,13,1-Sep-22,1,1,107,TRTR,Traskorchestia traskiana,11.27,NA,NA
Mosquito,13,1-Sep-22,1,1,107,TRTR,Traskorchestia traskiana,NA,NA,NA
